date,platform,channel,campaign,campaign_type,impressions,clicks,spend,conversions,conversion_value,monthly_budget
2026-07-09,Google Ads,Paid Search,Brand Search,Brand,19803,1531,3347.77,195,39700.73,112000
2026-07-09,Google Ads,Paid Search,Business Fiber,Non-Brand,41530,2065,7677.82,141,41986.25,279000
2026-07-09,Google Ads,Paid Search,SD-WAN,Non-Brand,29485,1157,6559.39,74,34382.66,218000
2026-07-09,Google Ads,Paid Search,UCaaS,Non-Brand,31750,1327,6259.8,92,36060.92,197000
2026-07-09,Google Ads,Paid Search,Managed Security,Non-Brand,24318,853,5359.47,54,30799.67,176000
2026-07-09,Google Ads,Paid Search,Enterprise Voice,Non-Brand,18835,735,4097.22,46,23299.45,149000
2026-07-09,Google Ads,Display,Remarketing,Remarketing,64186,930,2886.98,60,18353.82,97000
2026-07-10,Google Ads,Paid Search,Brand Search,Brand,16936,1410,2992.19,181,37725.05,112000
2026-07-10,Google Ads,Paid Search,Business Fiber,Non-Brand,38579,1920,7184.54,113,32323.89,279000
2026-07-10,Google Ads,Paid Search,SD-WAN,Non-Brand,27321,1064,6141.25,67,28599.75,218000
2026-07-10,Google Ads,Paid Search,UCaaS,Non-Brand,32292,1336,6099.91,99,38139.3,197000
2026-07-10,Google Ads,Paid Search,Managed Security,Non-Brand,22298,806,4931.79,45,25146.7,176000
2026-07-10,Google Ads,Paid Search,Enterprise Voice,Non-Brand,18467,702,3699.22,39,20258.11,149000
2026-07-10,Google Ads,Display,Remarketing,Remarketing,64339,921,2771.3,57,16714.54,97000
2026-07-11,Google Ads,Paid Search,Brand Search,Brand,9851,752,1642.14,103,20577.49,112000
2026-07-11,Google Ads,Paid Search,Business Fiber,Non-Brand,21920,1140,4375.38,43,13056.4,279000
2026-07-11,Google Ads,Paid Search,SD-WAN,Non-Brand,15160,585,3193.48,38,16859.82,218000
2026-07-11,Google Ads,Paid Search,UCaaS,Non-Brand,17257,702,3026.4,54,20579.99,197000
2026-07-11,Google Ads,Paid Search,Managed Security,Non-Brand,13421,470,2958.15,28,15482.68,176000
2026-07-11,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10728,435,2507.37,24,11550.0,149000
2026-07-11,Google Ads,Display,Remarketing,Remarketing,38666,533,1636.02,37,11284.86,97000
2026-07-12,Google Ads,Paid Search,Brand Search,Brand,10558,830,1743.81,109,22422.63,112000
2026-07-12,Google Ads,Paid Search,Business Fiber,Non-Brand,22160,1139,4312.59,50,15174.16,279000
2026-07-12,Google Ads,Paid Search,SD-WAN,Non-Brand,16601,635,3589.03,40,17842.25,218000
2026-07-12,Google Ads,Paid Search,UCaaS,Non-Brand,16213,629,2701.03,48,19169.32,197000
2026-07-12,Google Ads,Paid Search,Managed Security,Non-Brand,14411,507,2964.34,32,16992.19,176000
2026-07-12,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10533,433,2469.56,25,11824.66,149000
2026-07-12,Google Ads,Display,Remarketing,Remarketing,36180,526,1617.14,38,11282.94,97000
2026-07-13,Google Ads,Paid Search,Brand Search,Brand,20897,1671,3675.62,235,47119.08,112000
2026-07-13,Google Ads,Paid Search,Business Fiber,Non-Brand,46775,2392,8706.38,103,31886.28,279000
2026-07-13,Google Ads,Paid Search,SD-WAN,Non-Brand,30407,1195,6294.08,79,34986.06,218000
2026-07-13,Google Ads,Paid Search,UCaaS,Non-Brand,33938,1347,6178.82,92,34934.34,197000
2026-07-13,Google Ads,Paid Search,Managed Security,Non-Brand,27026,932,5870.26,53,30726.14,176000
2026-07-13,Google Ads,Paid Search,Enterprise Voice,Non-Brand,22055,845,4709.76,48,24840.4,149000
2026-07-13,Google Ads,Display,Remarketing,Remarketing,72585,1062,3072.79,73,22423.28,97000
2026-07-14,Google Ads,Paid Search,Brand Search,Brand,18493,1415,3200.61,179,35315.38,112000
2026-07-14,Google Ads,Paid Search,Business Fiber,Non-Brand,46394,2344,9066.97,108,31914.54,279000
2026-07-14,Google Ads,Paid Search,SD-WAN,Non-Brand,32357,1304,7192.29,82,37510.2,218000
2026-07-14,Google Ads,Paid Search,UCaaS,Non-Brand,32968,1268,5839.32,89,35089.09,197000
2026-07-14,Google Ads,Paid Search,Managed Security,Non-Brand,26503,906,5302.8,54,30976.18,176000
2026-07-14,Google Ads,Paid Search,Enterprise Voice,Non-Brand,20442,852,4680.37,46,23926.9,149000
2026-07-14,Google Ads,Display,Remarketing,Remarketing,72019,1048,3128.13,64,19688.55,97000
2026-07-15,Google Ads,Paid Search,Brand Search,Brand,20499,1610,3488.66,191,38297.99,112000
2026-07-15,Google Ads,Paid Search,Business Fiber,Non-Brand,47419,2454,9523.73,112,34178.69,279000
2026-07-15,Google Ads,Paid Search,SD-WAN,Non-Brand,31606,1265,6695.91,76,33180.18,218000
2026-07-15,Google Ads,Paid Search,UCaaS,Non-Brand,34941,1331,6023.86,91,37405.37,197000
2026-07-15,Google Ads,Paid Search,Managed Security,Non-Brand,25726,910,5236.86,52,30293.23,176000
2026-07-15,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21301,854,4824.65,53,25554.81,149000
2026-07-15,Google Ads,Display,Remarketing,Remarketing,75893,1078,3216.7,75,22091.59,97000
2026-07-16,Google Ads,Paid Search,Brand Search,Brand,20011,1646,3671.28,200,41839.42,112000
2026-07-16,Google Ads,Paid Search,Business Fiber,Non-Brand,42883,2232,8105.22,87,25219.54,279000
2026-07-16,Google Ads,Paid Search,SD-WAN,Non-Brand,27752,1090,6122.61,68,31926.68,218000
2026-07-16,Google Ads,Paid Search,UCaaS,Non-Brand,34486,1427,6261.97,103,41247.99,197000
2026-07-16,Google Ads,Paid Search,Managed Security,Non-Brand,23300,799,4812.48,48,25476.77,176000
2026-07-16,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21405,827,4618.33,51,25596.83,149000
2026-07-16,Google Ads,Display,Remarketing,Remarketing,72301,1019,3155.33,62,17700.64,97000
2026-07-17,Google Ads,Paid Search,Brand Search,Brand,17973,1449,3235.66,198,39259.84,112000
2026-07-17,Google Ads,Paid Search,Business Fiber,Non-Brand,41273,2063,7940.01,83,26155.15,279000
2026-07-17,Google Ads,Paid Search,SD-WAN,Non-Brand,27238,1123,6289.16,69,29838.63,218000
2026-07-17,Google Ads,Paid Search,UCaaS,Non-Brand,28083,1117,5016.46,74,29725.87,197000
2026-07-17,Google Ads,Paid Search,Managed Security,Non-Brand,22393,801,4917.7,51,29632.87,176000
2026-07-17,Google Ads,Paid Search,Enterprise Voice,Non-Brand,17520,692,3827.95,39,19502.1,149000
2026-07-17,Google Ads,Display,Remarketing,Remarketing,61465,839,2414.99,54,15965.66,97000
2026-07-18,Google Ads,Paid Search,Brand Search,Brand,10363,808,1842.9,98,19199.69,112000
2026-07-18,Google Ads,Paid Search,Business Fiber,Non-Brand,23666,1161,4528.34,49,14711.04,279000
2026-07-18,Google Ads,Paid Search,SD-WAN,Non-Brand,15809,620,3248.8,43,19556.23,218000
2026-07-18,Google Ads,Paid Search,UCaaS,Non-Brand,18796,730,3238.55,47,18603.87,197000
2026-07-18,Google Ads,Paid Search,Managed Security,Non-Brand,14183,504,3015.39,30,17308.46,176000
2026-07-18,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10661,443,2490.49,27,13496.87,149000
2026-07-18,Google Ads,Display,Remarketing,Remarketing,36372,513,1491.39,35,9972.51,97000
2026-07-19,Google Ads,Paid Search,Brand Search,Brand,10182,836,1798.88,119,24239.24,112000
2026-07-19,Google Ads,Paid Search,Business Fiber,Non-Brand,21949,1150,4322.16,51,15159.01,279000
2026-07-19,Google Ads,Paid Search,SD-WAN,Non-Brand,16923,694,3703.09,45,20122.92,218000
2026-07-19,Google Ads,Paid Search,UCaaS,Non-Brand,16218,625,2766.24,44,17337.6,197000
2026-07-19,Google Ads,Paid Search,Managed Security,Non-Brand,13592,476,2809.61,29,15510.37,176000
2026-07-19,Google Ads,Paid Search,Enterprise Voice,Non-Brand,11626,476,2566.4,27,13962.26,149000
2026-07-19,Google Ads,Display,Remarketing,Remarketing,37151,531,1561.03,38,11197.19,97000
2026-07-20,Google Ads,Paid Search,Brand Search,Brand,19965,1674,3713.33,230,47033.51,112000
2026-07-20,Google Ads,Paid Search,Business Fiber,Non-Brand,45968,2190,8299.29,101,31156.02,279000
2026-07-20,Google Ads,Paid Search,SD-WAN,Non-Brand,31521,1271,7143.26,83,36148.59,218000
2026-07-20,Google Ads,Paid Search,UCaaS,Non-Brand,34079,1379,6419.51,90,36553.74,197000
2026-07-20,Google Ads,Paid Search,Managed Security,Non-Brand,23603,863,4976.7,47,25220.83,176000
2026-07-20,Google Ads,Paid Search,Enterprise Voice,Non-Brand,19432,792,4317.49,49,25557.94,149000
2026-07-20,Google Ads,Display,Remarketing,Remarketing,74769,1071,3073.66,67,19392.67,97000
2026-07-21,Google Ads,Paid Search,Brand Search,Brand,19421,1579,3482.35,197,38141.46,112000
2026-07-21,Google Ads,Paid Search,Business Fiber,Non-Brand,48927,2408,9016.17,107,32838.8,279000
2026-07-21,Google Ads,Paid Search,SD-WAN,Non-Brand,31762,1295,7201.12,78,34274.26,218000
2026-07-21,Google Ads,Paid Search,UCaaS,Non-Brand,34663,1348,6354.66,91,35462.07,197000
2026-07-21,Google Ads,Paid Search,Managed Security,Non-Brand,25015,893,5262.72,52,29783.16,176000
2026-07-21,Google Ads,Paid Search,Enterprise Voice,Non-Brand,22169,867,4586.35,53,26017.92,149000
2026-07-21,Google Ads,Display,Remarketing,Remarketing,78152,1129,3540.85,80,23570.06,97000
2026-07-22,Google Ads,Paid Search,Brand Search,Brand,18765,1533,3321.53,197,38358.95,112000
2026-07-22,Google Ads,Paid Search,Business Fiber,Non-Brand,44476,2158,8230.23,99,30251.33,279000
2026-07-22,Google Ads,Paid Search,SD-WAN,Non-Brand,28436,1151,6383.13,70,32113.46,218000
2026-07-22,Google Ads,Paid Search,UCaaS,Non-Brand,33556,1361,5849.34,94,38254.1,197000
2026-07-22,Google Ads,Paid Search,Managed Security,Non-Brand,23884,859,4896.6,52,29796.88,176000
2026-07-22,Google Ads,Paid Search,Enterprise Voice,Non-Brand,20273,846,4830.31,49,23981.37,149000
2026-07-22,Google Ads,Display,Remarketing,Remarketing,75797,1042,3172.18,76,21726.88,97000
2026-07-23,Google Ads,Paid Search,Brand Search,Brand,19094,1533,3447.57,216,45022.04,112000
2026-07-23,Google Ads,Paid Search,Business Fiber,Non-Brand,41096,2133,7843.93,98,30719.57,279000
2026-07-23,Google Ads,Paid Search,SD-WAN,Non-Brand,28842,1153,6619.15,81,38002.77,218000
2026-07-23,Google Ads,Paid Search,UCaaS,Non-Brand,34391,1308,5926.64,84,35381.35,197000
2026-07-23,Google Ads,Paid Search,Managed Security,Non-Brand,23932,879,5294.27,53,30177.24,176000
2026-07-23,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21115,842,4488.19,46,22026.04,149000
2026-07-23,Google Ads,Display,Remarketing,Remarketing,68093,930,2702.94,65,20150.51,97000
2026-07-24,Google Ads,Paid Search,Brand Search,Brand,17766,1458,3103.12,203,42117.68,112000
2026-07-24,Google Ads,Paid Search,Business Fiber,Non-Brand,42487,2128,7750.81,93,26960.0,279000
2026-07-24,Google Ads,Paid Search,SD-WAN,Non-Brand,25742,1012,5423.17,62,27130.88,218000
2026-07-24,Google Ads,Paid Search,UCaaS,Non-Brand,31437,1315,5798.34,96,36569.86,197000
2026-07-24,Google Ads,Paid Search,Managed Security,Non-Brand,23653,844,4841.12,47,25180.37,176000
2026-07-24,Google Ads,Paid Search,Enterprise Voice,Non-Brand,18338,734,4194.87,45,21987.57,149000
2026-07-24,Google Ads,Display,Remarketing,Remarketing,59932,874,2568.16,60,17464.71,97000
2026-07-25,Google Ads,Paid Search,Brand Search,Brand,9578,740,1667.66,98,19428.72,112000
2026-07-25,Google Ads,Paid Search,Business Fiber,Non-Brand,23559,1175,4479.92,51,14919.68,279000
2026-07-25,Google Ads,Paid Search,SD-WAN,Non-Brand,15174,622,3550.96,37,16415.36,218000
2026-07-25,Google Ads,Paid Search,UCaaS,Non-Brand,18060,692,3133.67,44,17760.17,197000
2026-07-25,Google Ads,Paid Search,Managed Security,Non-Brand,13377,472,2730.46,27,15032.94,176000
2026-07-25,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10118,393,2178.37,21,10596.5,149000
2026-07-25,Google Ads,Display,Remarketing,Remarketing,38785,540,1623.55,36,10293.25,97000
2026-07-26,Google Ads,Paid Search,Brand Search,Brand,10114,834,1875.62,106,21852.35,112000
2026-07-26,Google Ads,Paid Search,Business Fiber,Non-Brand,24294,1224,4440.53,77,22087.09,279000
2026-07-26,Google Ads,Paid Search,SD-WAN,Non-Brand,17063,712,3748.1,50,21345.59,218000
2026-07-26,Google Ads,Paid Search,UCaaS,Non-Brand,17235,708,3270.42,54,22035.55,197000
2026-07-26,Google Ads,Paid Search,Managed Security,Non-Brand,13195,485,2873.28,31,17841.87,176000
2026-07-26,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10566,430,2567.53,25,12925.29,149000
2026-07-26,Google Ads,Display,Remarketing,Remarketing,36060,489,1471.28,33,10102.68,97000
2026-07-27,Google Ads,Paid Search,Brand Search,Brand,18563,1411,2956.7,176,35742.65,112000
2026-07-27,Google Ads,Paid Search,Business Fiber,Non-Brand,44942,2254,8843.31,139,41033.56,279000
2026-07-27,Google Ads,Paid Search,SD-WAN,Non-Brand,29104,1215,6833.3,72,33439.73,218000
2026-07-27,Google Ads,Paid Search,UCaaS,Non-Brand,32959,1353,6324.1,86,33218.76,197000
2026-07-27,Google Ads,Paid Search,Managed Security,Non-Brand,23886,797,4828.8,50,26091.69,176000
2026-07-27,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21372,847,4945.48,47,24293.25,149000
2026-07-27,Google Ads,Display,Remarketing,Remarketing,65552,918,2696.23,65,20073.34,97000
2026-07-28,Google Ads,Paid Search,Brand Search,Brand,19401,1567,3507.51,196,38420.12,112000
2026-07-28,Google Ads,Paid Search,Business Fiber,Non-Brand,43280,2199,8121.9,137,39295.7,279000
2026-07-28,Google Ads,Paid Search,SD-WAN,Non-Brand,33278,1382,7911.98,91,40687.79,218000
2026-07-28,Google Ads,Paid Search,UCaaS,Non-Brand,34320,1438,6755.03,104,42823.06,197000
2026-07-28,Google Ads,Paid Search,Managed Security,Non-Brand,25483,884,5120.48,52,29140.84,176000
2026-07-28,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21078,873,5243.89,53,27489.26,149000
2026-07-28,Google Ads,Display,Remarketing,Remarketing,77392,1090,3423.74,74,21354.03,97000
2026-07-29,Google Ads,Paid Search,Brand Search,Brand,18626,1446,3227.56,203,42084.65,112000
2026-07-29,Google Ads,Paid Search,Business Fiber,Non-Brand,41715,2133,7853.06,132,40286.72,279000
2026-07-29,Google Ads,Paid Search,SD-WAN,Non-Brand,30685,1273,6784.46,86,39639.13,155000
2026-07-29,Google Ads,Paid Search,UCaaS,Non-Brand,33704,1345,6277.98,91,38076.79,197000
2026-07-29,Google Ads,Paid Search,Managed Security,Non-Brand,23536,860,5397.09,48,27464.46,176000
2026-07-29,Google Ads,Paid Search,Enterprise Voice,Non-Brand,20511,799,5057.54,44,22989.53,149000
2026-07-29,Google Ads,Display,Remarketing,Remarketing,71148,1024,3033.9,69,20419.61,97000
2026-07-30,Google Ads,Paid Search,Brand Search,Brand,18150,1454,3197.64,173,36355.3,112000
2026-07-30,Google Ads,Paid Search,Business Fiber,Non-Brand,43138,2230,8825.88,141,41935.01,279000
2026-07-30,Google Ads,Paid Search,SD-WAN,Non-Brand,29618,1152,6110.13,71,33109.89,155000
2026-07-30,Google Ads,Paid Search,UCaaS,Non-Brand,32847,1303,5659.87,88,34820.16,197000
2026-07-30,Google Ads,Paid Search,Managed Security,Non-Brand,26108,914,5567.07,57,30457.78,176000
2026-07-30,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21021,880,5705.27,52,24925.64,149000
2026-07-30,Google Ads,Display,Remarketing,Remarketing,71779,972,2979.23,65,20297.26,97000
2026-07-31,Google Ads,Paid Search,Brand Search,Brand,17693,1436,3018.85,169,34936.97,112000
2026-07-31,Google Ads,Paid Search,Business Fiber,Non-Brand,43251,2199,8576.79,140,43503.72,279000
2026-07-31,Google Ads,Paid Search,SD-WAN,Non-Brand,18820,768,4018.73,49,21976.76,155000
2026-07-31,Google Ads,Paid Search,UCaaS,Non-Brand,30780,1252,5954.77,87,34887.82,197000
2026-07-31,Google Ads,Paid Search,Managed Security,Non-Brand,21263,748,4269.12,45,24230.61,176000
2026-07-31,Google Ads,Paid Search,Enterprise Voice,Non-Brand,20043,763,5132.5,46,23882.68,149000
2026-07-31,Google Ads,Display,Remarketing,Remarketing,68026,915,2633.99,57,16572.01,97000
2026-08-01,Google Ads,Paid Search,Brand Search,Brand,10218,843,1811.91,107,21149.95,112000
2026-08-01,Google Ads,Paid Search,Business Fiber,Non-Brand,23024,1159,4618.75,71,21714.65,279000
2026-08-01,Google Ads,Paid Search,SD-WAN,Non-Brand,12019,488,2780.93,33,14253.6,155000
2026-08-01,Google Ads,Paid Search,UCaaS,Non-Brand,17152,690,3130.03,44,16844.62,197000
2026-08-01,Google Ads,Paid Search,Managed Security,Non-Brand,13365,465,2867.32,28,16065.49,176000
2026-08-01,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10082,404,2567.45,22,11596.34,149000
2026-08-01,Google Ads,Display,Remarketing,Remarketing,39252,548,1569.97,34,10509.41,97000
2026-08-02,Google Ads,Paid Search,Brand Search,Brand,10825,872,1827.76,123,24090.13,112000
2026-08-02,Google Ads,Paid Search,Business Fiber,Non-Brand,25101,1266,4932.03,86,25435.65,279000
2026-08-02,Google Ads,Paid Search,SD-WAN,Non-Brand,10614,410,2197.78,28,12524.47,155000
2026-08-02,Google Ads,Paid Search,UCaaS,Non-Brand,18600,731,3597.49,48,19934.63,197000
2026-08-02,Google Ads,Paid Search,Managed Security,Non-Brand,13844,485,3045.46,26,14448.34,176000
2026-08-02,Google Ads,Paid Search,Enterprise Voice,Non-Brand,11364,447,3115.83,29,14175.23,149000
2026-08-02,Google Ads,Display,Remarketing,Remarketing,38578,515,1509.05,38,11353.63,97000
2026-08-03,Google Ads,Paid Search,Brand Search,Brand,18977,1585,3463.5,213,43280.17,112000
2026-08-03,Google Ads,Paid Search,Business Fiber,Non-Brand,41667,2108,8249.37,143,41004.59,279000
2026-08-03,Google Ads,Paid Search,SD-WAN,Non-Brand,20533,839,4674.54,57,24964.34,155000
2026-08-03,Google Ads,Paid Search,UCaaS,Non-Brand,31288,1190,5649.76,81,31630.09,197000
2026-08-03,Google Ads,Paid Search,Managed Security,Non-Brand,24015,814,4860.45,49,26869.47,176000
2026-08-03,Google Ads,Paid Search,Enterprise Voice,Non-Brand,19020,750,4971.96,45,22040.94,149000
2026-08-03,Google Ads,Display,Remarketing,Remarketing,69264,950,2816.59,58,18202.05,97000
2026-08-04,Google Ads,Paid Search,Brand Search,Brand,21275,1783,3951.75,216,42689.38,112000
2026-08-04,Google Ads,Paid Search,Business Fiber,Non-Brand,43248,2119,8048.1,126,37414.0,279000
2026-08-04,Google Ads,Paid Search,SD-WAN,Non-Brand,22074,882,4643.44,54,23626.89,155000
2026-08-04,Google Ads,Paid Search,UCaaS,Non-Brand,35031,1414,6704.01,91,35777.04,197000
2026-08-04,Google Ads,Paid Search,Managed Security,Non-Brand,28129,968,5877.71,62,33252.98,176000
2026-08-04,Google Ads,Paid Search,Enterprise Voice,Non-Brand,20608,850,6204.77,55,26330.19,149000
2026-08-04,Google Ads,Display,Remarketing,Remarketing,70494,1031,3000.62,67,20880.97,97000
2026-08-05,Google Ads,Paid Search,Brand Search,Brand,20882,1636,3668.71,212,42675.24,112000
2026-08-05,Google Ads,Paid Search,Business Fiber,Non-Brand,42786,2113,8282.66,134,38700.69,279000
2026-08-05,Google Ads,Paid Search,SD-WAN,Non-Brand,21957,886,4897.35,59,26712.72,155000
2026-08-05,Google Ads,Paid Search,UCaaS,Non-Brand,35810,1427,7188.9,99,38638.2,197000
2026-08-05,Google Ads,Paid Search,Managed Security,Non-Brand,30325,1061,6315.51,55,30328.44,176000
2026-08-05,Google Ads,Paid Search,Enterprise Voice,Non-Brand,20578,834,5829.25,51,25800.79,149000
2026-08-05,Google Ads,Display,Remarketing,Remarketing,73824,989,3114.16,66,19609.84,97000
2026-08-06,Google Ads,Paid Search,Brand Search,Brand,18890,1575,3530.81,206,42402.89,112000
2026-08-06,Google Ads,Paid Search,Business Fiber,Non-Brand,42376,2203,8400.71,147,42240.48,279000
2026-08-06,Google Ads,Paid Search,SD-WAN,Non-Brand,22023,895,4849.97,59,25437.31,155000
2026-08-06,Google Ads,Paid Search,UCaaS,Non-Brand,34946,1423,7016.18,105,43795.87,197000
2026-08-06,Google Ads,Paid Search,Managed Security,Non-Brand,27937,983,5929.24,51,28262.1,176000
2026-08-06,Google Ads,Paid Search,Enterprise Voice,Non-Brand,20052,809,5950.15,47,23217.86,149000
2026-08-06,Google Ads,Display,Remarketing,Remarketing,71531,1010,3031.05,66,18741.89,97000
2026-08-07,Google Ads,Paid Search,Brand Search,Brand,16463,1306,3005.8,156,32653.91,112000
2026-08-07,Google Ads,Paid Search,Business Fiber,Non-Brand,38060,1867,7063.72,114,34164.87,279000
2026-08-07,Google Ads,Paid Search,SD-WAN,Non-Brand,19590,779,4367.43,48,21283.38,155000
2026-08-07,Google Ads,Paid Search,UCaaS,Non-Brand,31709,1220,6346.47,88,35780.77,197000
2026-08-07,Google Ads,Paid Search,Managed Security,Non-Brand,25576,881,5276.8,46,25189.22,176000
2026-08-07,Google Ads,Paid Search,Enterprise Voice,Non-Brand,17607,709,5508.87,39,19492.82,149000
2026-08-07,Google Ads,Display,Remarketing,Remarketing,60617,861,2564.15,52,15847.26,97000
2026-08-08,Google Ads,Paid Search,Brand Search,Brand,9682,782,1700.67,106,20487.14,112000
2026-08-08,Google Ads,Paid Search,Business Fiber,Non-Brand,24319,1253,4554.84,75,23296.8,279000
2026-08-08,Google Ads,Paid Search,SD-WAN,Non-Brand,10815,425,2327.92,26,12139.44,155000
2026-08-08,Google Ads,Paid Search,UCaaS,Non-Brand,17568,712,3650.82,51,20570.91,197000
2026-08-08,Google Ads,Paid Search,Managed Security,Non-Brand,15155,528,3180.49,27,15035.87,176000
2026-08-08,Google Ads,Paid Search,Enterprise Voice,Non-Brand,11135,436,3338.94,23,11314.43,149000
2026-08-08,Google Ads,Display,Remarketing,Remarketing,34700,476,1383.75,33,9955.77,97000
2026-08-09,Google Ads,Paid Search,Brand Search,Brand,10042,774,1683.56,94,19077.05,112000
2026-08-09,Google Ads,Paid Search,Business Fiber,Non-Brand,24098,1222,4877.43,80,24037.08,279000
2026-08-09,Google Ads,Paid Search,SD-WAN,Non-Brand,10730,421,2305.43,25,10943.74,155000
2026-08-09,Google Ads,Paid Search,UCaaS,Non-Brand,16118,621,3282.12,48,19019.67,197000
2026-08-09,Google Ads,Paid Search,Managed Security,Non-Brand,15418,537,3248.28,28,15398.44,176000
2026-08-09,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10761,412,3024.94,25,12472.85,149000
2026-08-09,Google Ads,Display,Remarketing,Remarketing,35629,501,1452.19,33,10219.66,97000
2026-08-10,Google Ads,Paid Search,Brand Search,Brand,20251,1628,3443.44,195,40048.34,112000
2026-08-10,Google Ads,Paid Search,Business Fiber,Non-Brand,46933,2315,9082.44,136,41844.94,279000
2026-08-10,Google Ads,Paid Search,SD-WAN,Non-Brand,21896,919,4852.19,63,29051.08,155000
2026-08-10,Google Ads,Paid Search,UCaaS,Non-Brand,32309,1357,6977.24,92,38009.53,197000
2026-08-10,Google Ads,Paid Search,Managed Security,Non-Brand,29396,1024,6075.81,53,29133.89,176000
2026-08-10,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21603,872,6719.5,53,27017.45,149000
2026-08-10,Google Ads,Display,Remarketing,Remarketing,66789,901,2624.61,57,16303.08,97000
2026-08-11,Google Ads,Paid Search,Brand Search,Brand,19503,1526,3370.42,191,38969.89,112000
2026-08-11,Google Ads,Paid Search,Business Fiber,Non-Brand,44353,2166,8525.67,154,47097.43,279000
2026-08-11,Google Ads,Paid Search,SD-WAN,Non-Brand,20908,875,4950.15,61,28790.86,155000
2026-08-11,Google Ads,Paid Search,UCaaS,Non-Brand,36361,1400,7568.57,93,38029.29,197000
2026-08-11,Google Ads,Paid Search,Managed Security,Non-Brand,31725,1108,6626.19,58,31851.75,176000
2026-08-11,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21430,837,6604.63,49,24666.49,149000
2026-08-11,Google Ads,Display,Remarketing,Remarketing,76990,1034,3106.85,66,20728.23,97000
2026-08-12,Google Ads,Paid Search,Brand Search,Brand,19018,1590,3437.48,186,38157.48,112000
2026-08-12,Google Ads,Paid Search,Business Fiber,Non-Brand,46287,2368,8960.17,159,46939.0,279000
2026-08-12,Google Ads,Paid Search,SD-WAN,Non-Brand,20216,811,4337.0,51,22481.65,155000
2026-08-12,Google Ads,Paid Search,UCaaS,Non-Brand,32153,1328,6875.31,94,38023.85,197000
2026-08-12,Google Ads,Paid Search,Managed Security,Non-Brand,29187,1029,6091.23,53,29351.69,176000
2026-08-12,Google Ads,Paid Search,Enterprise Voice,Non-Brand,19261,792,6293.31,43,22276.48,149000
2026-08-12,Google Ads,Display,Remarketing,Remarketing,69897,930,2916.84,59,17905.82,97000
2026-08-13,Google Ads,Paid Search,Brand Search,Brand,17759,1442,3064.22,203,39724.4,112000
2026-08-13,Google Ads,Paid Search,Business Fiber,Non-Brand,44422,2166,8124.08,152,44046.65,279000
2026-08-13,Google Ads,Paid Search,SD-WAN,Non-Brand,20764,814,4568.53,50,22658.59,155000
2026-08-13,Google Ads,Paid Search,UCaaS,Non-Brand,33493,1273,6740.39,83,32118.42,197000
2026-08-13,Google Ads,Paid Search,Managed Security,Non-Brand,28926,1027,6175.32,53,29403.15,176000
2026-08-13,Google Ads,Paid Search,Enterprise Voice,Non-Brand,21553,855,6571.21,46,22683.76,149000
2026-08-13,Google Ads,Display,Remarketing,Remarketing,71075,955,2812.96,69,19918.68,97000
2026-08-14,Google Ads,Paid Search,Brand Search,Brand,18344,1505,3188.83,214,41347.7,112000
2026-08-14,Google Ads,Paid Search,Business Fiber,Non-Brand,40572,1929,7439.76,124,37930.98,279000
2026-08-14,Google Ads,Paid Search,SD-WAN,Non-Brand,20068,775,4223.42,52,24090.43,155000
2026-08-14,Google Ads,Paid Search,UCaaS,Non-Brand,28212,1083,5947.21,77,30520.6,197000
2026-08-14,Google Ads,Paid Search,Managed Security,Non-Brand,28156,982,5908.4,52,28591.71,176000
2026-08-14,Google Ads,Paid Search,Enterprise Voice,Non-Brand,17381,699,5630.02,42,21540.78,149000
2026-08-14,Google Ads,Display,Remarketing,Remarketing,65786,953,2904.41,61,18428.81,97000
2026-08-15,Google Ads,Paid Search,Brand Search,Brand,10191,835,1800.4,99,20526.34,112000
2026-08-15,Google Ads,Paid Search,Business Fiber,Non-Brand,25075,1253,4577.5,81,24625.61,279000
2026-08-15,Google Ads,Paid Search,SD-WAN,Non-Brand,11437,479,2764.58,33,14517.86,155000
2026-08-15,Google Ads,Paid Search,UCaaS,Non-Brand,18500,745,3969.68,54,22192.77,197000
2026-08-15,Google Ads,Paid Search,Managed Security,Non-Brand,16428,567,3402.6,30,16531.41,176000
2026-08-15,Google Ads,Paid Search,Enterprise Voice,Non-Brand,10370,396,2080.72,25,12294.02,149000
2026-08-15,Google Ads,Display,Remarketing,Remarketing,37720,528,1571.02,37,10582.91,97000
2026-08-16,Google Ads,Paid Search,Brand Search,Brand,10235,828,1781.63,103,20691.69,112000
