date,platform,campaign,keyword,match_type,impressions,clicks,spend,conversions,conversion_value
2026-08-15,Google Ads,Enterprise Voice,business phone systems,Broad,2465,94,494.59,6,2922.32
2026-08-16,Google Ads,Brand Search,connectwave,Exact,5125,415,892.07,52,10360.38
2026-08-16,Google Ads,Brand Search,connectwave communications,Phrase,3153,255,548.83,32,6374.04
2026-08-16,Google Ads,Brand Search,connectwave login,Exact,1949,158,339.28,20,3940.34
2026-08-16,Google Ads,Business Fiber,business fiber internet,Phrase,9726,501,1911.75,32,9674.6
2026-08-16,Google Ads,Business Fiber,fiber internet for business,Phrase,6464,333,1270.6,21,6430.01
2026-08-16,Google Ads,Business Fiber,dedicated fiber connection,Broad,5893,304,1158.29,19,5861.66
2026-08-16,Google Ads,SD-WAN,sd-wan provider,Phrase,5265,214,1128.18,14,6599.34
2026-08-16,Google Ads,SD-WAN,sd-wan solutions,Phrase,3583,146,767.69,10,4490.62
2026-08-16,Google Ads,SD-WAN,managed sd-wan,Broad,2855,116,611.64,8,3577.81
2026-08-16,Google Ads,UCaaS,ucaas provider,Phrase,7096,271,1416.58,19,7461.24
2026-08-16,Google Ads,UCaaS,cloud phone system,Phrase,6104,233,1218.57,16,6418.32
2026-08-16,Google Ads,UCaaS,business voip solutions,Broad,4499,172,898.17,12,4730.75
2026-08-16,Google Ads,Managed Security,managed security services,Phrase,6441,228,1364.76,12,6498.66
2026-08-16,Google Ads,Managed Security,network security provider,Phrase,4558,161,965.62,9,4598.04
2026-08-16,Google Ads,Managed Security,endpoint security business,Broad,4796,169,1016.1,9,4838.4
2026-08-16,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,3853,157,882.64,9,4501.71
2026-08-16,Google Ads,Enterprise Voice,sip trunking provider,Phrase,3653,149,836.91,8,4268.5
2026-08-16,Google Ads,Enterprise Voice,business phone systems,Broad,2393,98,548.23,5,2796.14
2026-08-17,Google Ads,Brand Search,connectwave,Exact,10578,826,1888.97,113,21544.09
2026-08-17,Google Ads,Brand Search,connectwave communications,Phrase,6209,485,1108.76,66,12645.7
2026-08-17,Google Ads,Brand Search,connectwave login,Exact,3899,305,696.3,42,7941.46
2026-08-17,Google Ads,Business Fiber,business fiber internet,Phrase,20708,1012,3677.08,69,20693.31
2026-08-17,Google Ads,Business Fiber,fiber internet for business,Phrase,13940,681,2475.39,46,13930.6
2026-08-17,Google Ads,Business Fiber,dedicated fiber connection,Broad,11876,580,2108.74,39,11867.21
2026-08-17,Google Ads,SD-WAN,sd-wan provider,Phrase,9533,380,2058.67,24,11056.73
2026-08-17,Google Ads,SD-WAN,sd-wan solutions,Phrase,5782,230,1248.7,15,6706.51
2026-08-17,Google Ads,SD-WAN,managed sd-wan,Broad,5257,209,1135.37,13,6097.85
2026-08-17,Google Ads,UCaaS,ucaas provider,Phrase,12576,491,2588.85,35,14253.65
2026-08-17,Google Ads,UCaaS,cloud phone system,Phrase,11303,441,2326.82,31,12810.97
2026-08-17,Google Ads,UCaaS,business voip solutions,Broad,8624,336,1775.36,24,9774.73
2026-08-17,Google Ads,Managed Security,managed security services,Phrase,10986,380,2324.83,20,10948.67
2026-08-17,Google Ads,Managed Security,network security provider,Phrase,8356,289,1768.12,15,8326.88
2026-08-17,Google Ads,Managed Security,endpoint security business,Broad,8828,306,1868.15,16,8797.94
2026-08-17,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,8180,326,1773.45,18,9289.67
2026-08-17,Google Ads,Enterprise Voice,sip trunking provider,Phrase,7032,280,1524.62,15,7986.24
2026-08-17,Google Ads,Enterprise Voice,business phone systems,Broad,5111,204,1108.02,11,5804.03
2026-08-18,Google Ads,Brand Search,connectwave,Exact,9254,734,1650.74,91,17405.82
2026-08-18,Google Ads,Brand Search,connectwave communications,Phrase,5960,473,1063.12,59,11209.85
2026-08-18,Google Ads,Brand Search,connectwave login,Exact,3676,292,655.77,36,6914.66
2026-08-18,Google Ads,Business Fiber,business fiber internet,Phrase,21309,1066,4212.31,65,20008.91
2026-08-18,Google Ads,Business Fiber,fiber internet for business,Phrase,12938,647,2557.63,39,12149.0
2026-08-18,Google Ads,Business Fiber,dedicated fiber connection,Broad,11128,557,2199.79,34,10449.24
2026-08-18,Google Ads,SD-WAN,sd-wan provider,Phrase,10953,458,2410.51,29,12873.74
2026-08-18,Google Ads,SD-WAN,sd-wan solutions,Phrase,7485,313,1647.36,20,8797.99
2026-08-18,Google Ads,SD-WAN,managed sd-wan,Broad,6148,257,1353.1,16,7226.49
2026-08-18,Google Ads,UCaaS,ucaas provider,Phrase,13941,548,3052.36,35,13420.33
2026-08-18,Google Ads,UCaaS,cloud phone system,Phrase,12501,492,2736.96,31,12033.62
2026-08-18,Google Ads,UCaaS,business voip solutions,Broad,8906,350,1949.94,22,8573.3
2026-08-18,Google Ads,Managed Security,managed security services,Phrase,11444,403,2411.26,21,11536.69
2026-08-18,Google Ads,Managed Security,network security provider,Phrase,9299,327,1959.26,17,9374.08
2026-08-18,Google Ads,Managed Security,endpoint security business,Broad,9467,333,1994.7,17,9543.64
2026-08-18,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,9080,363,2050.59,20,10403.98
2026-08-18,Google Ads,Enterprise Voice,sip trunking provider,Phrase,7184,287,1622.56,16,8232.3
2026-08-18,Google Ads,Enterprise Voice,business phone systems,Broad,5641,226,1273.9,12,6463.32
2026-08-19,Google Ads,Brand Search,connectwave,Exact,9034,747,1705.95,106,20078.41
2026-08-19,Google Ads,Brand Search,connectwave communications,Phrase,5624,465,1062.0,66,12499.36
2026-08-19,Google Ads,Brand Search,connectwave login,Exact,3583,296,676.63,42,7963.68
2026-08-19,Google Ads,Business Fiber,business fiber internet,Phrase,19998,1035,4021.53,62,18606.7
2026-08-19,Google Ads,Business Fiber,fiber internet for business,Phrase,13418,694,2698.45,41,12485.1
2026-08-19,Google Ads,Business Fiber,dedicated fiber connection,Broad,11718,606,2356.44,36,10902.7
2026-08-19,Google Ads,SD-WAN,sd-wan provider,Phrase,9571,382,2011.36,27,12426.45
2026-08-19,Google Ads,SD-WAN,sd-wan solutions,Phrase,6448,258,1355.03,18,8371.51
2026-08-19,Google Ads,SD-WAN,managed sd-wan,Broad,5254,210,1104.13,15,6821.43
2026-08-19,Google Ads,UCaaS,ucaas provider,Phrase,12584,524,3047.1,37,15041.71
2026-08-19,Google Ads,UCaaS,cloud phone system,Phrase,11552,481,2797.29,34,13808.55
2026-08-19,Google Ads,UCaaS,business voip solutions,Broad,7963,332,1928.21,23,9518.42
2026-08-19,Google Ads,Managed Security,managed security services,Phrase,11419,392,2353.65,20,11304.5
2026-08-19,Google Ads,Managed Security,network security provider,Phrase,8758,301,1805.16,16,8670.12
2026-08-19,Google Ads,Managed Security,endpoint security business,Broad,8944,307,1843.49,16,8854.26
2026-08-19,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,7373,304,1602.77,18,8995.04
2026-08-19,Google Ads,Enterprise Voice,sip trunking provider,Phrase,6912,285,1502.62,17,8433.0
2026-08-19,Google Ads,Enterprise Voice,business phone systems,Broad,4697,194,1021.1,12,5730.63
2026-08-20,Google Ads,Brand Search,connectwave,Exact,9558,783,1690.43,97,18551.12
2026-08-20,Google Ads,Brand Search,connectwave communications,Phrase,5966,489,1055.25,60,11580.5
2026-08-20,Google Ads,Brand Search,connectwave login,Exact,3841,315,679.41,39,7455.94
2026-08-20,Google Ads,Business Fiber,business fiber internet,Phrase,19335,994,3808.58,43,12536.49
2026-08-20,Google Ads,Business Fiber,fiber internet for business,Phrase,12473,641,2456.87,28,8087.16
2026-08-20,Google Ads,Business Fiber,dedicated fiber connection,Broad,10926,562,2152.17,24,7084.18
2026-08-20,Google Ads,SD-WAN,sd-wan provider,Phrase,6440,255,1408.62,18,7834.33
2026-08-20,Google Ads,SD-WAN,sd-wan solutions,Phrase,4614,183,1009.18,13,5612.77
2026-08-20,Google Ads,SD-WAN,managed sd-wan,Broad,3624,144,792.72,10,4408.89
2026-08-20,Google Ads,UCaaS,ucaas provider,Phrase,13103,512,2773.66,33,13597.49
2026-08-20,Google Ads,UCaaS,cloud phone system,Phrase,11469,448,2427.8,29,11901.95
2026-08-20,Google Ads,UCaaS,business voip solutions,Broad,8209,321,1737.64,21,8518.57
2026-08-20,Google Ads,Managed Security,managed security services,Phrase,11356,392,2391.29,21,11415.37
2026-08-20,Google Ads,Managed Security,network security provider,Phrase,8966,310,1887.99,16,9012.74
2026-08-20,Google Ads,Managed Security,endpoint security business,Broad,8695,300,1831.12,16,8741.27
2026-08-20,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,8215,315,1689.82,18,8995.58
2026-08-20,Google Ads,Enterprise Voice,sip trunking provider,Phrase,6437,247,1324.1,14,7048.75
2026-08-20,Google Ads,Enterprise Voice,business phone systems,Broad,4699,180,966.47,10,5144.89
2026-08-21,Google Ads,Brand Search,connectwave,Exact,8870,727,1559.87,94,19289.95
2026-08-21,Google Ads,Brand Search,connectwave communications,Phrase,5172,424,909.42,55,11246.22
2026-08-21,Google Ads,Brand Search,connectwave login,Exact,3377,277,593.89,36,7344.3
2026-08-21,Google Ads,Business Fiber,business fiber internet,Phrase,17038,811,3180.88,42,11995.51
2026-08-21,Google Ads,Business Fiber,fiber internet for business,Phrase,11827,563,2208.09,29,8326.99
2026-08-21,Google Ads,Business Fiber,dedicated fiber connection,Broad,9453,450,1764.81,23,6655.34
2026-08-21,Google Ads,SD-WAN,sd-wan provider,Phrase,6988,276,1537.54,18,8283.48
2026-08-21,Google Ads,SD-WAN,sd-wan solutions,Phrase,4439,175,976.72,12,5262.08
2026-08-21,Google Ads,SD-WAN,managed sd-wan,Broad,3553,140,781.66,9,4211.17
2026-08-21,Google Ads,UCaaS,ucaas provider,Phrase,11614,479,2591.14,31,12738.95
2026-08-21,Google Ads,UCaaS,cloud phone system,Phrase,10352,427,2309.71,27,11355.31
2026-08-21,Google Ads,UCaaS,business voip solutions,Broad,6915,285,1542.73,18,7584.59
2026-08-21,Google Ads,Managed Security,managed security services,Phrase,10343,368,2204.35,19,10440.13
2026-08-21,Google Ads,Managed Security,network security provider,Phrase,7894,281,1682.3,14,7967.59
2026-08-21,Google Ads,Managed Security,endpoint security business,Broad,7370,262,1570.62,14,7438.7
2026-08-21,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,6891,263,1441.15,14,7261.2
2026-08-21,Google Ads,Enterprise Voice,sip trunking provider,Phrase,6421,245,1342.69,13,6765.11
2026-08-21,Google Ads,Enterprise Voice,business phone systems,Broad,4594,175,960.75,10,4840.73
2026-08-22,Google Ads,Brand Search,connectwave,Exact,4742,368,790.59,51,9784.96
2026-08-22,Google Ads,Brand Search,connectwave communications,Phrase,2916,226,486.23,32,6017.96
2026-08-22,Google Ads,Brand Search,connectwave login,Exact,1874,145,312.44,20,3866.97
2026-08-22,Google Ads,Business Fiber,business fiber internet,Phrase,10940,533,1984.23,24,7378.74
2026-08-22,Google Ads,Business Fiber,fiber internet for business,Phrase,7533,367,1366.2,17,5080.46
2026-08-22,Google Ads,Business Fiber,dedicated fiber connection,Broad,5858,285,1062.41,13,3950.78
2026-08-22,Google Ads,SD-WAN,sd-wan provider,Phrase,3246,127,673.1,8,3586.38
2026-08-22,Google Ads,SD-WAN,sd-wan solutions,Phrase,2210,86,458.33,5,2442.04
2026-08-22,Google Ads,SD-WAN,managed sd-wan,Broad,1895,74,392.92,4,2093.52
2026-08-22,Google Ads,UCaaS,ucaas provider,Phrase,7076,287,1691.58,21,8917.79
2026-08-22,Google Ads,UCaaS,cloud phone system,Phrase,6235,253,1490.65,19,7858.48
2026-08-22,Google Ads,UCaaS,business voip solutions,Broad,4376,177,1046.28,13,5515.84
2026-08-22,Google Ads,Managed Security,managed security services,Phrase,6491,228,1366.58,12,6563.9
2026-08-22,Google Ads,Managed Security,network security provider,Phrase,4902,172,1032.03,9,4956.98
2026-08-22,Google Ads,Managed Security,endpoint security business,Broad,4557,160,959.37,8,4608.0
2026-08-22,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,4740,190,1031.35,10,5115.04
2026-08-22,Google Ads,Enterprise Voice,sip trunking provider,Phrase,3888,156,845.98,8,4195.65
2026-08-22,Google Ads,Enterprise Voice,business phone systems,Broad,2818,113,613.24,6,3041.39
2026-08-23,Google Ads,Brand Search,connectwave,Exact,5314,437,1008.15,62,11899.06
2026-08-23,Google Ads,Brand Search,connectwave communications,Phrase,3238,266,614.29,38,7250.32
2026-08-23,Google Ads,Brand Search,connectwave login,Exact,1994,164,378.22,23,4464.1
2026-08-23,Google Ads,Business Fiber,business fiber internet,Phrase,10811,528,2069.62,27,7662.39
2026-08-23,Google Ads,Business Fiber,fiber internet for business,Phrase,7363,360,1409.49,18,5218.37
2026-08-23,Google Ads,Business Fiber,dedicated fiber connection,Broad,5664,277,1084.26,14,4014.26
2026-08-23,Google Ads,SD-WAN,sd-wan provider,Phrase,3821,149,845.4,10,4488.15
2026-08-23,Google Ads,SD-WAN,sd-wan solutions,Phrase,2540,99,561.93,7,2983.23
2026-08-23,Google Ads,SD-WAN,managed sd-wan,Broad,2270,88,502.12,6,2665.74
2026-08-23,Google Ads,UCaaS,ucaas provider,Phrase,7572,313,1750.31,22,9209.14
2026-08-23,Google Ads,UCaaS,cloud phone system,Phrase,6149,254,1421.5,18,7479.1
2026-08-23,Google Ads,UCaaS,business voip solutions,Broad,4671,193,1079.79,14,5681.23
2026-08-23,Google Ads,Managed Security,managed security services,Phrase,6131,211,1282.02,11,6120.82
2026-08-23,Google Ads,Managed Security,network security provider,Phrase,5024,173,1050.54,9,5015.67
2026-08-23,Google Ads,Managed Security,endpoint security business,Broad,4716,162,986.13,9,4708.14
2026-08-23,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,4597,185,1024.19,10,5341.03
2026-08-23,Google Ads,Enterprise Voice,sip trunking provider,Phrase,4180,168,931.23,9,4856.25
2026-08-23,Google Ads,Enterprise Voice,business phone systems,Broad,2963,119,660.17,7,3442.73
2026-08-24,Google Ads,Brand Search,connectwave,Exact,8859,689,1519.42,81,16755.84
2026-08-24,Google Ads,Brand Search,connectwave communications,Phrase,5521,429,946.86,50,10441.79
2026-08-24,Google Ads,Brand Search,connectwave login,Exact,3909,304,670.44,36,7393.46
2026-08-24,Google Ads,Business Fiber,business fiber internet,Phrase,19896,958,3719.61,49,15056.49
2026-08-24,Google Ads,Business Fiber,fiber internet for business,Phrase,12884,620,2408.63,32,9749.81
2026-08-24,Google Ads,Business Fiber,dedicated fiber connection,Broad,10970,528,2050.88,27,8301.7
2026-08-24,Google Ads,SD-WAN,sd-wan provider,Phrase,6803,259,1437.39,18,8345.5
2026-08-24,Google Ads,SD-WAN,sd-wan solutions,Phrase,4649,177,982.32,12,5703.34
2026-08-24,Google Ads,SD-WAN,managed sd-wan,Broad,4010,153,847.3,11,4919.42
2026-08-24,Google Ads,UCaaS,ucaas provider,Phrase,13478,558,3400.51,38,15918.53
2026-08-24,Google Ads,UCaaS,cloud phone system,Phrase,12333,511,3111.44,35,14565.35
2026-08-24,Google Ads,UCaaS,business voip solutions,Broad,8842,366,2230.87,25,10443.2
2026-08-24,Google Ads,Managed Security,managed security services,Phrase,10848,381,2279.68,20,10944.84
2026-08-24,Google Ads,Managed Security,network security provider,Phrase,9051,318,1902.11,17,9132.12
2026-08-24,Google Ads,Managed Security,endpoint security business,Broad,8951,315,1881.18,17,9031.63
2026-08-24,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,7765,325,1837.03,21,10557.84
2026-08-24,Google Ads,Enterprise Voice,sip trunking provider,Phrase,6815,285,1612.31,18,9266.33
2026-08-24,Google Ads,Enterprise Voice,business phone systems,Broad,5109,214,1208.65,14,6946.37
2026-08-25,Google Ads,Brand Search,connectwave,Exact,9178,741,1576.75,92,18820.98
2026-08-25,Google Ads,Brand Search,connectwave communications,Phrase,5782,467,993.45,58,11858.38
2026-08-25,Google Ads,Brand Search,connectwave login,Exact,3925,317,674.26,39,8048.38
2026-08-25,Google Ads,Business Fiber,business fiber internet,Phrase,18557,949,3768.43,48,14341.62
2026-08-25,Google Ads,Business Fiber,fiber internet for business,Phrase,12774,653,2594.02,33,9872.14
2026-08-25,Google Ads,Business Fiber,dedicated fiber connection,Broad,10921,559,2217.73,28,8440.08
2026-08-25,Google Ads,SD-WAN,sd-wan provider,Phrase,8175,342,1794.18,23,10530.28
2026-08-25,Google Ads,SD-WAN,sd-wan solutions,Phrase,5213,218,1144.16,14,6715.26
2026-08-25,Google Ads,SD-WAN,managed sd-wan,Broad,4282,179,939.81,12,5515.88
2026-08-25,Google Ads,UCaaS,ucaas provider,Phrase,15615,607,3575.18,46,17821.0
2026-08-25,Google Ads,UCaaS,cloud phone system,Phrase,13564,527,3105.71,40,15480.86
2026-08-25,Google Ads,UCaaS,business voip solutions,Broad,9519,370,2179.43,28,10863.71
2026-08-25,Google Ads,Managed Security,managed security services,Phrase,12081,429,2533.39,22,12237.91
2026-08-25,Google Ads,Managed Security,network security provider,Phrase,9832,349,2061.76,18,9959.63
2026-08-25,Google Ads,Managed Security,endpoint security business,Broad,9840,350,2063.37,18,9967.44
2026-08-25,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,8938,343,1924.97,21,10741.85
2026-08-25,Google Ads,Enterprise Voice,sip trunking provider,Phrase,7520,288,1619.4,17,9036.74
2026-08-25,Google Ads,Enterprise Voice,business phone systems,Broad,5559,213,1197.28,13,6681.17
2026-08-26,Google Ads,Brand Search,connectwave,Exact,9322,709,1541.05,96,20137.31
2026-08-26,Google Ads,Brand Search,connectwave communications,Phrase,5625,428,929.88,58,12150.93
2026-08-26,Google Ads,Brand Search,connectwave login,Exact,3554,270,587.45,37,7676.31
2026-08-26,Google Ads,Business Fiber,business fiber internet,Phrase,21832,1091,4094.98,52,14817.72
2026-08-26,Google Ads,Business Fiber,fiber internet for business,Phrase,14826,741,2780.91,35,10062.76
2026-08-26,Google Ads,Business Fiber,dedicated fiber connection,Broad,12144,607,2277.76,29,8242.08
2026-08-26,Google Ads,SD-WAN,sd-wan provider,Phrase,7386,306,1709.47,20,8881.16
2026-08-26,Google Ads,SD-WAN,sd-wan solutions,Phrase,4754,197,1100.27,13,5716.24
2026-08-26,Google Ads,SD-WAN,managed sd-wan,Broad,3760,156,870.14,10,4520.63
2026-08-26,Google Ads,UCaaS,ucaas provider,Phrase,12631,523,2995.01,35,14741.67
2026-08-26,Google Ads,UCaaS,cloud phone system,Phrase,10616,439,2517.27,30,12390.19
2026-08-26,Google Ads,UCaaS,business voip solutions,Broad,7634,316,1810.16,21,8909.74
2026-08-26,Google Ads,Managed Security,managed security services,Phrase,11188,393,2378.88,20,11193.38
2026-08-26,Google Ads,Managed Security,network security provider,Phrase,8695,306,1848.97,16,8699.97
2026-08-26,Google Ads,Managed Security,endpoint security business,Broad,8369,294,1779.48,15,8373.04
2026-08-26,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,8750,364,1920.22,22,11006.18
2026-08-26,Google Ads,Enterprise Voice,sip trunking provider,Phrase,7261,302,1593.35,18,9132.62
2026-08-26,Google Ads,Enterprise Voice,business phone systems,Broad,5305,221,1164.1,13,6672.29
2026-08-27,Google Ads,Brand Search,connectwave,Exact,8727,670,1431.33,82,16632.21
2026-08-27,Google Ads,Brand Search,connectwave communications,Phrase,5104,392,837.01,48,9726.07
2026-08-27,Google Ads,Brand Search,connectwave login,Exact,3504,269,574.63,33,6677.24
2026-08-27,Google Ads,Business Fiber,business fiber internet,Phrase,20153,1031,3825.17,46,13456.35
2026-08-27,Google Ads,Business Fiber,fiber internet for business,Phrase,13581,695,2577.8,31,9068.31
2026-08-27,Google Ads,Business Fiber,dedicated fiber connection,Broad,11448,586,2172.84,26,7643.71
2026-08-27,Google Ads,SD-WAN,sd-wan provider,Phrase,6285,253,1439.98,15,6724.11
2026-08-27,Google Ads,SD-WAN,sd-wan solutions,Phrase,4358,175,998.43,11,4662.25
2026-08-27,Google Ads,SD-WAN,managed sd-wan,Broad,3671,148,841.09,9,3927.55
2026-08-27,Google Ads,UCaaS,ucaas provider,Phrase,12495,489,2910.08,35,13561.37
2026-08-27,Google Ads,UCaaS,cloud phone system,Phrase,11689,458,2722.38,33,12686.63
2026-08-27,Google Ads,UCaaS,business voip solutions,Broad,8312,326,1935.82,23,9021.17
2026-08-27,Google Ads,Managed Security,managed security services,Phrase,10600,372,2221.49,19,10593.37
2026-08-27,Google Ads,Managed Security,network security provider,Phrase,7476,262,1566.93,14,7472.04
2026-08-27,Google Ads,Managed Security,endpoint security business,Broad,7591,266,1590.87,14,7586.19
2026-08-27,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,8609,338,1838.64,20,10050.96
2026-08-27,Google Ads,Enterprise Voice,sip trunking provider,Phrase,7116,279,1519.82,16,8308.14
2026-08-27,Google Ads,Enterprise Voice,business phone systems,Broad,5431,213,1159.95,12,6340.9
2026-08-28,Google Ads,Brand Search,connectwave,Exact,8357,653,1430.97,80,15634.14
2026-08-28,Google Ads,Brand Search,connectwave communications,Phrase,5093,398,872.08,49,9527.96
2026-08-28,Google Ads,Brand Search,connectwave login,Exact,3380,264,578.8,32,6323.77
2026-08-28,Google Ads,Business Fiber,business fiber internet,Phrase,17582,902,3482.29,38,11406.85
2026-08-28,Google Ads,Business Fiber,fiber internet for business,Phrase,11520,591,2281.7,25,7474.1
2026-08-28,Google Ads,Business Fiber,dedicated fiber connection,Broad,9155,469,1813.2,20,5939.46
2026-08-28,Google Ads,SD-WAN,sd-wan provider,Phrase,6609,277,1536.06,18,8370.92
2026-08-28,Google Ads,SD-WAN,sd-wan solutions,Phrase,4036,169,938.02,11,5111.85
2026-08-28,Google Ads,SD-WAN,managed sd-wan,Broad,3698,155,859.37,10,4683.24
2026-08-28,Google Ads,UCaaS,ucaas provider,Phrase,12094,480,2816.9,36,14384.39
2026-08-28,Google Ads,UCaaS,cloud phone system,Phrase,11603,460,2702.56,35,13800.52
2026-08-28,Google Ads,UCaaS,business voip solutions,Broad,8165,324,1901.88,24,9711.89
2026-08-28,Google Ads,Managed Security,managed security services,Phrase,11667,405,2470.8,21,11792.3
2026-08-28,Google Ads,Managed Security,network security provider,Phrase,8627,299,1827.02,16,8719.74
2026-08-28,Google Ads,Managed Security,endpoint security business,Broad,8445,293,1788.43,15,8535.56
2026-08-28,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,7461,299,1707.47,19,9452.16
2026-08-28,Google Ads,Enterprise Voice,sip trunking provider,Phrase,6970,279,1595.24,17,8830.88
2026-08-28,Google Ads,Enterprise Voice,business phone systems,Broad,4987,200,1141.37,12,6318.4
2026-08-29,Google Ads,Brand Search,connectwave,Exact,5333,440,931.29,56,11780.77
2026-08-29,Google Ads,Brand Search,connectwave communications,Phrase,3348,276,584.7,35,7396.48
2026-08-29,Google Ads,Brand Search,connectwave login,Exact,2301,190,401.82,24,5083.01
2026-08-29,Google Ads,Business Fiber,business fiber internet,Phrase,10269,539,2074.3,27,7865.82
2026-08-29,Google Ads,Business Fiber,fiber internet for business,Phrase,7320,384,1478.61,19,5606.92
2026-08-29,Google Ads,Business Fiber,dedicated fiber connection,Broad,6113,321,1234.85,16,4682.6
2026-08-29,Google Ads,SD-WAN,sd-wan provider,Phrase,3843,160,842.31,10,4481.75
2026-08-29,Google Ads,SD-WAN,sd-wan solutions,Phrase,2637,110,578.05,7,3075.67
2026-08-29,Google Ads,SD-WAN,managed sd-wan,Broad,2056,86,450.74,5,2398.26
2026-08-29,Google Ads,UCaaS,ucaas provider,Phrase,6598,258,1503.16,19,7986.99
2026-08-29,Google Ads,UCaaS,cloud phone system,Phrase,6037,236,1375.33,18,7307.78
2026-08-29,Google Ads,UCaaS,business voip solutions,Broad,4394,172,1001.01,13,5318.86
2026-08-29,Google Ads,Managed Security,managed security services,Phrase,6534,228,1369.08,12,6564.89
2026-08-29,Google Ads,Managed Security,network security provider,Phrase,4878,170,1022.08,9,4900.96
2026-08-29,Google Ads,Managed Security,endpoint security business,Broad,4924,172,1031.69,9,4947.07
2026-08-29,Google Ads,Enterprise Voice,enterprise voice solutions,Phrase,4169,168,949.2,11,5600.13
2026-08-29,Google Ads,Enterprise Voice,sip trunking provider,Phrase,3624,146,825.0,9,4867.4
2026-08-29,Google Ads,Enterprise Voice,business phone systems,Broad,2621,106,596.76,7,3520.77
